id	name	category	in_taxon
UniProtKB:Q92547	TOPBP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P20963	CD247 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q15116	PDCD1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BQ51	PDCD1LG2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P06241	FYN Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P60842	EIF4A1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UKT5	FBXO4 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P49841	GSK3B Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-947508	MOCS2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-947576	3xGPHN:3xMg2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-947498	holo-MOCS1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-947509	2xPXLP-NFS1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-947584	MOCS3-S-S(1-):Zn2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-947549	PXLP-K264-MOCOS	biolink:Gene	NCBITaxon:9606
MGI:MGI:95564	Fmr1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2144013	Xpo1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2442926	Mettl14 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1927165	Mettl3 Mmus	biolink:Gene	NCBITaxon:10090
obo:go/extensions/reacto.owl#REACTO_R-HSA-390765	PAK1,2,3	biolink:Gene	NCBITaxon:9606
UniProtKB:P63096	GNAI1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8TDS7	MRGPRD Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P35348	ADRA1A Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-67447	ERCC5	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5651800	POLD,POLE	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5690475	LIG1,LIG3:XRCC1	biolink:Gene	NCBITaxon:9606
UniProtKB:Q5T601	ADGRF1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BRZ2	TRIM56 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5696766	ELAC2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5696800	TRNT1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5696765	TSEN complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5696778	tRNA ligase complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5696795	RNase P	biolink:Gene	NCBITaxon:9606
UniProtKB:P01579	IFNG Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P15260	IFNGR1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P38484	IFNGR2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P24770	OPG193 VACCW	biolink:Gene	NCBITaxon:9606
MGI:MGI:1349215	Abcd1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1330812	Acox1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1923517	Fads1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1858960	Elovl2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:3605455	Acaa1b Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2158201	Acot8 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:105089	Hsd17b4 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2148491	Acaa1a Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:98254	Scp2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1277964	Ehhadh Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1349467	Abcd2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1930079	Fads2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1916051	Elovl5 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1354713	Acsl4 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1920009	Tmem135 Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q9BWT1	CDCA7 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NRZ9	HELLS Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BXW6	OSBPL1A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P21709	EPHA1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13418	ILK Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P20827	EFNA1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O14512	SOCS7 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O75553	DAB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P78509	RELN Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q14114-4	LRP8 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:107508	Ereg Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q14773	ICAM4 Hsap	biolink:Gene	NCBITaxon:9606
GO:0034689	integrin alphaX-beta2 complex	biolink:Gene	NCBITaxon:9606
MGI:MGI:1926080	Slc25a12 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:95791	Got1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:95792	Got2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1354721	Slc25a13 Mmus	biolink:Gene	NCBITaxon:10090
obo:go/extensions/reacto.owl#REACTO_R-HSA-162387	p-T309,S474-AKT2:PIP3	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BVC4	MLST8 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6AWC2	WWC2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9H8L6	MMRN2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NPY3	CD93 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P05556	ITGB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96B36	AKT1S1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BZS1	FOXP3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q92769	HDAC2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P06493	CDK1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NY74	ETAA1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q08050	FOXM1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O60895	RAMP2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01258	CALCA Hsap	biolink:Gene	NCBITaxon:9606
GO:0019815	B cell receptor complex	biolink:Gene	NCBITaxon:9606
UniProtKB:P07948	LYN Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P21854	CD72 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5682402	p-AMPK heterotrimer:AMP:p-T180,S317,467,556,638,T575-ULK1:ATG13:RB1CC1:ATG101	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-188011	VPS34	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-380931	p-AMPK heterotrimer:AMP	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5656350	RHEB	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5671734	ATG16L1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5682664	ATG4	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96FZ2	HMCES Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BX63	BRIP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9H040	SPRTN Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P13945	ADRB3 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-71068	PAH:Fe2+ tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-71153	TAT dimer	biolink:Gene	NCBITaxon:9606
UniProtKB:P62136	PPP1CA Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UNE7	STUB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P37231	PPARG Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9610125	BRAF dimer complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5672716	MAP2K homo/heterodimers	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6UX46	ALKAL2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UM73	ALK Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P29376	LTK Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6UXT8	ALKAL1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y618	NCOR2 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-205123	mature NGF homodimer:p75NTR	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-194354	Active N-SMase:Mg2+	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96C12	ARMC5 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:103202	Adsl Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1351352	Atic Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:95654	Gart Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1914304	Paics Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2684864	Pfas Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2387203	Ppat Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q9UBS8	RNF14 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P68104	EEF1A1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q92616	GCN1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96BH1	RNF25 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01584	IL1B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P0C0J1	speB STRP1	biolink:Gene	NCBITaxon:9606
UniProtKB:P13501	CCL5 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O95800	GPR75 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P28482	MAPK1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389905	ACOX3:FAD	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-192348	SCPx	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-390293	CRAT	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8848531	ACOX2:FAD, ACOXL:FAD	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389579	VLCS	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-192146	AMACR	biolink:Gene	NCBITaxon:9606
UniProtKB:P35368	ADRA1B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8NDV7	TNRC6A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UKV8	AGO2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q2HR75	ORF57 NCBITaxon:868565	biolink:Gene	NCBITaxon:9606
MGI:MGI:2685725	Shisa6 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2676869	Mir1a-1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:88145	Bdnf Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2676840	Mir155 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2676855	Mir191 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2676804	Mir10b Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:P50150	GNG4 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O95069	KCNK2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y450	HBS1L Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BRX2	PELO Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P61221	ABCE1 Hsap	biolink:Gene	NCBITaxon:9606
GO:0055087	Ski complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3632863	CTDNEP1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5223295	p-PKCA, p-PKCB	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-4419925	LPIN	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2993899	VRK1/VRK2	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8NFY4	SEMA6D Hsap	biolink:Gene	NCBITaxon:10090
GO:0002116	semaphorin receptor complex	biolink:Gene	NCBITaxon:10090
MGI:MGI:1338068	Pdpk1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:87986	Akt1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:97583	Pik3r1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1206581	Pik3ca Mmus	biolink:Gene	NCBITaxon:10090
obo:go/extensions/reacto.owl#REACTO_R-HSA-173554	C1R	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-173604	Activated C1R	biolink:Gene	NCBITaxon:9606
UniProtKB:P08588	ADRB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P43694	GATA4 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P29474	NOS3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01160	NPPA Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P52952	NKX2-5 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9013035	RHOB GEFs	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9013040	RHOB GAPs	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9767994	unknown kinase	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-482610	NME1,2 hexamers	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2509833	ITPA dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-381108	S1P	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-381131	S2P	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y397	ZDHHC9 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q5W0Z9	ZDHHC20 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-194921	Rif	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9693284	RHOF GAPs	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5215924	ABCD4	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2980949	MMACHC	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3149516	MTRR:MTR:cob(I)alamin	biolink:Gene	NCBITaxon:9606
UniProtKB:P10912	GHR Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P51692	STAT5B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01241	GH1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-71680	2xGSR-2:2xFAD	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-71674	GPX1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-111740	TTase	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389845	HAO1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-76028	CAT tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389849	DAO dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-74244	XDH dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3299688	SOD3 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3341349	GPX3 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3323058	TXNRD2 dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3323011	PRDX3,5	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3323008	PRDX5-1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3299714	CCS	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3299679	2xHC-SOD1:Zn2+:Cu2+ dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3343687	PRDX6:GSTP1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3341359	PRDX1,2,5	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2142735	GPX2 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3341350	PRDX5	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3299689	SOD2 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3779353	AQP8 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3323016	GPX1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-198809	GSTO dimers	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-464971	G6PD dimer and tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-467365	PGD dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3323075	GSR dimer	biolink:Gene	NCBITaxon:9606
GO:0043509	activin A complex	biolink:Gene	NCBITaxon:9606
MGI:MGI:108173	Prkg2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1338783	Pts Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:103078	Spr Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:95675	Gch1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2443977	Gchfr Mmus	biolink:Gene	NCBITaxon:10090
obo:go/extensions/reacto.owl#REACTO_R-HSA-372474	SLC25A21	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-70579	PXLP-K259-GOT1 dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-70594	GOT2 dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-372469	SLC25A12,13	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96GF1	RNF185 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P12955	PEPD Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y2G2	CARD8 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NQW7	XPNPEP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6V1X1	DPP8 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q86TI2	DPP9 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73468	DPYS tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73465	UPB1:Zn2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73529	DPYD dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73462	CDA tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-977408	UPP1, UPP2	biolink:Gene	NCBITaxon:9606
UniProtKB:P28222	HTR1B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BQB6	VKORC1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BRQ8	AIFM2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O14757	CHEK1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UMR2	DDX19B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9HCU5	PREB Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NR31	SAR1A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P01024	C3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P20023	CR2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96RD9	FCRL5 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P16885	PLCG2 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-70965	IDH3 complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1237308	CA4:Zn2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-444408	RHAG	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-432246	AQP1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1475437	CA1:Zn2+,CA2:Zn2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-450982	IDH2 dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1244330	SLC4A1 dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-109800	GRB2-1:SOS1:p-Y-IRS1,p-Y-IRS2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3656389	MAPK3,(MAPK1)	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96R67	OR4C12 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q70CQ1	USP49 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13451	FKBP5 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O60346	PHLPP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NRC8	SIRT7 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:1928394	Mtor Mmus	biolink:Gene	NCBITaxon:10090
PR:000044840	mNRG1/isoIII Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:O95398	RAPGEF3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P48736	PIK3CG Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DSV7	OPG002 VAR67	biolink:Gene	NCBITaxon:9606
UniProtKB:P01375	TNF Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q15628	TRADD Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q13158	FADD Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P19438	TNFRSF1A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O14640	DVL1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5671920	CIT	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-419080	Myosin phosphatase	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-422483	Activated ROCK:RhoA/B/C:GTP	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-377179	PDK1:PIP3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5623651	p-T774-PKN1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-445764	MYLK:Ca2+:CALM1	biolink:Gene	NCBITaxon:9606
UniProtKB:Q14676	MDC1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8IYL9	GPR65 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1638167	ESP1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2467770	ESPL1 Autocleaved	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-204219	PDP	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-203947	PDK isozyme dimers	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-549205		biolink:Gene	NCBITaxon:9606
UniProtKB:Q5T2D3	OTUD3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q03181	PPARD Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96F25	ALG14 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NP73	ALG13 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:87947	Adss1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:87916	Ada Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:P35414	APLNR Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P32121	ARRB2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P49407	ARRB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P0DMC3	APELA Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-166763	C4 activators	biolink:Gene	NCBITaxon:9606
RNAcentral:URS000075ADFD_9606	URS000075ADFD_9606 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P31153	MAT2A Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:1859214	Pmm2 Mmus	biolink:Gene	NCBITaxon:10090
